(2978264318,[3,4,9,6,1,4,9,4,9,7,9,9,7,9])
(2978264318,[3,4,9,6,1,4,9,4,8,6,9,9,7,9])
(2978264318,[3,4,9,6,1,4,9,4,7,5,9,9,7,9])
(2978264318,[3,4,9,6,1,4,9,4,6,4,9,9,7,9])
(2978264318,[3,4,9,6,1,4,9,4,5,3,9,9,7,9])
(2978264318,[3,4,9,6,1,4,9,4,4,2,9,9,7,9])
(2978264318,[3,4,9,6,1,4,9,4,3,1,9,9,7,9])
(2978264292,[3,4,9,6,1,4,8,3,9,7,9,9,7,9])
(2978264292,[3,4,9,6,1,4,8,3,8,6,9,9,7,9])
(2978264292,[3,4,9,6,1,4,8,3,7,5,9,9,7,9])
(2978264292,[3,4,9,6,1,4,8,3,6,4,9,9,7,9])
(2978264292,[3,4,9,6,1,4,8,3,5,3,9,9,7,9])
(2978264292,[3,4,9,6,1,4,8,3,4,2,9,9,7,9])
(2978264292,[3,4,9,6,1,4,8,3,3,1,9,9,7,9])
(2978264266,[3,4,9,6,1,4,7,2,9,7,9,9,7,9])
(2978264266,[3,4,9,6,1,4,7,2,8,6,9,9,7,9])
(2978264266,[3,4,9,6,1,4,7,2,7,5,9,9,7,9])
(2978264266,[3,4,9,6,1,4,7,2,6,4,9,9,7,9])
(2978264266,[3,4,9,6,1,4,7,2,5,3,9,9,7,9])
(2978264266,[3,4,9,6,1,4,7,2,4,2,9,9,7,9])
(2978264266,[3,4,9,6,1,4,7,2,3,1,9,9,7,9])
(2978264240,[3,4,9,6,1,4,6,1,9,7,9,9,7,9])
(2978264240,[3,4,9,6,1,4,6,1,8,6,9,9,7,9])
(2978264240,[3,4,9,6,1,4,6,1,7,5,9,9,7,9])
(2978264240,[3,4,9,6,1,4,6,1,6,4,9,9,7,9])
(2978264240,[3,4,9,6,1,4,6,1,5,3,9,9,7,9])
(2978264240,[3,4,9,6,1,4,6,1,4,2,9,9,7,9])
(2978264240,[3,4,9,6,1,4,6,1,3,1,9,9,7,9])
(2966382266,[3,3,9,6,1,3,9,4,9,7,8,9,6,9])
(2966382266,[3,3,9,6,1,3,9,4,8,6,8,9,6,9])
(2966382266,[3,3,9,6,1,3,9,4,7,5,8,9,6,9])
(2966382266,[3,3,9,6,1,3,9,4,6,4,8,9,6,9])
(2966382266,[3,3,9,6,1,3,9,4,5,3,8,9,6,9])
(2966382266,[3,3,9,6,1,3,9,4,4,2,8,9,6,9])
(2966382266,[3,3,9,6,1,3,9,4,3,1,8,9,6,9])
(2966382240,[3,3,9,6,1,3,8,3,9,7,8,9,6,9])
(2966382240,[3,3,9,6,1,3,8,3,8,6,8,9,6,9])
(2966382240,[3,3,9,6,1,3,8,3,7,5,8,9,6,9])
(2966382240,[3,3,9,6,1,3,8,3,6,4,8,9,6,9])
(2966382240,[3,3,9,6,1,3,8,3,5,3,8,9,6,9])
(2966382240,[3,3,9,6,1,3,8,3,4,2,8,9,6,9])
(2966382240,[3,3,9,6,1,3,8,3,3,1,8,9,6,9])
(2966382214,[3,3,9,6,1,3,7,2,9,7,8,9,6,9])
(2966382214,[3,3,9,6,1,3,7,2,8,6,8,9,6,9])
(2966382214,[3,3,9,6,1,3,7,2,7,5,8,9,6,9])
(2966382214,[3,3,9,6,1,3,7,2,6,4,8,9,6,9])
(2966382214,[3,3,9,6,1,3,7,2,5,3,8,9,6,9])
(2966382214,[3,3,9,6,1,3,7,2,4,2,8,9,6,9])
(2966382214,[3,3,9,6,1,3,7,2,3,1,8,9,6,9])
(2966382188,[3,3,9,6,1,3,6,1,9,7,8,9,6,9])
(2966382188,[3,3,9,6,1,3,6,1,8,6,8,9,6,9])
(2966382188,[3,3,9,6,1,3,6,1,7,5,8,9,6,9])
(2966382188,[3,3,9,6,1,3,6,1,6,4,8,9,6,9])
(2966382188,[3,3,9,6,1,3,6,1,5,3,8,9,6,9])
(2966382188,[3,3,9,6,1,3,6,1,4,2,8,9,6,9])
(2966382188,[3,3,9,6,1,3,6,1,3,1,8,9,6,9])
(2954500214,[3,2,9,6,1,2,9,4,9,7,7,9,5,9])
(2954500214,[3,2,9,6,1,2,9,4,8,6,7,9,5,9])
(2954500214,[3,2,9,6,1,2,9,4,7,5,7,9,5,9])
(2954500214,[3,2,9,6,1,2,9,4,6,4,7,9,5,9])
(2954500214,[3,2,9,6,1,2,9,4,5,3,7,9,5,9])
(2954500214,[3,2,9,6,1,2,9,4,4,2,7,9,5,9])
(2954500214,[3,2,9,6,1,2,9,4,3,1,7,9,5,9])
(2954500188,[3,2,9,6,1,2,8,3,9,7,7,9,5,9])
(2954500188,[3,2,9,6,1,2,8,3,8,6,7,9,5,9])
(2954500188,[3,2,9,6,1,2,8,3,7,5,7,9,5,9])
(2954500188,[3,2,9,6,1,2,8,3,6,4,7,9,5,9])
(2954500188,[3,2,9,6,1,2,8,3,5,3,7,9,5,9])
(2954500188,[3,2,9,6,1,2,8,3,4,2,7,9,5,9])
(2954500188,[3,2,9,6,1,2,8,3,3,1,7,9,5,9])
(2954500162,[3,2,9,6,1,2,7,2,9,7,7,9,5,9])
(2954500162,[3,2,9,6,1,2,7,2,8,6,7,9,5,9])
(2954500162,[3,2,9,6,1,2,7,2,7,5,7,9,5,9])
(2954500162,[3,2,9,6,1,2,7,2,6,4,7,9,5,9])
(2954500162,[3,2,9,6,1,2,7,2,5,3,7,9,5,9])
(2954500162,[3,2,9,6,1,2,7,2,4,2,7,9,5,9])
(2954500162,[3,2,9,6,1,2,7,2,3,1,7,9,5,9])
(2954500136,[3,2,9,6,1,2,6,1,9,7,7,9,5,9])
(2954500136,[3,2,9,6,1,2,6,1,8,6,7,9,5,9])
(2954500136,[3,2,9,6,1,2,6,1,7,5,7,9,5,9])
(2954500136,[3,2,9,6,1,2,6,1,6,4,7,9,5,9])
(2954500136,[3,2,9,6,1,2,6,1,5,3,7,9,5,9])
(2954500136,[3,2,9,6,1,2,6,1,4,2,7,9,5,9])
(2954500136,[3,2,9,6,1,2,6,1,3,1,7,9,5,9])
(2942618162,[3,1,9,6,1,1,9,4,9,7,6,9,4,9])
(2942618162,[3,1,9,6,1,1,9,4,8,6,6,9,4,9])
(2942618162,[3,1,9,6,1,1,9,4,7,5,6,9,4,9])
(2942618162,[3,1,9,6,1,1,9,4,6,4,6,9,4,9])
(2942618162,[3,1,9,6,1,1,9,4,5,3,6,9,4,9])
(2942618162,[3,1,9,6,1,1,9,4,4,2,6,9,4,9])
(2942618162,[3,1,9,6,1,1,9,4,3,1,6,9,4,9])
(2942618136,[3,1,9,6,1,1,8,3,9,7,6,9,4,9])
(2942618136,[3,1,9,6,1,1,8,3,8,6,6,9,4,9])
(2942618136,[3,1,9,6,1,1,8,3,7,5,6,9,4,9])
(2942618136,[3,1,9,6,1,1,8,3,6,4,6,9,4,9])
(2942618136,[3,1,9,6,1,1,8,3,5,3,6,9,4,9])
(2942618136,[3,1,9,6,1,1,8,3,4,2,6,9,4,9])
(2942618136,[3,1,9,6,1,1,8,3,3,1,6,9,4,9])
(2942618110,[3,1,9,6,1,1,7,2,9,7,6,9,4,9])
(2942618110,[3,1,9,6,1,1,7,2,8,6,6,9,4,9])
